UNESCO_Site;UNESCO_Category;Event_Date;Attack_Type;Distance_m;Danger_Score;Violation_Risk_Level;ACLED_Notes
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-01-30;Looting/property destruction;149.5;1;High (Negligence Risk);On 30 January 2020, at night, unidentified individuals set fire to a car of a Radio Free Europe journalist in Lviv. The car was destroyed, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-06-10;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 10 June 2020, unidentified individuals broke into the yard of a journalist, the director-general of the NTA television channel and the Vholos media holding company in Lviv region, damaged his car and tried to break into his house but were stopped by the security system.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-11-17;Attack;149.5;5;High (Negligence Risk);On 17 November 2020, three unidentified individuals attacked and severely beat two activists of veteran movement in Lviv. The attackers were detained by police.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-11-19;Attack;149.5;5;High (Negligence Risk);On 19 November 2020, fifteen far right activists attacked and severely beat an eco-anarchist and anti-fascist in Lviv. The victim was hospitalized and had two surgeries.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-12-17;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 17 December 2020, unidentified individuals set fire to a car of an employee of the National Anti-Corruption Bureau in Lviv. The car was destroyed, no injuries were reported. The victim claims that the arson is connected to his professional activities.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-01-19;Attack;149.5;5;High (Negligence Risk);On 19 January 2021, unidentified people attacked an anti-fascist activist in Lviv. The attackers were armed with rubber truncheons, knives and hammers. This is the third attack on the victim, which he connects with his anti-fascist activities.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-09-23;Disrupted weapons use;149.5;1;High (Negligence Risk);Weapons seizure: On 23 September 2021, the Security Service of Ukraine found and seized a cache of weapons in Lviv region, consisting of 2kg of plastic explosives, TNT bombs, explosive devices, three RG-42 and F-1 hand grenades, stun grenades, electric detonators, and more than 100 cartridges of 5.45mm calibre.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-09-24;Disrupted weapons use;149.5;1;High (Negligence Risk);Weapons seizure: On 24 September 2021, the Security Service of Ukraine found and seized a cache of weapons on the private territory of an activist in Lviv region, consisting of 3 RG-42 and F-1 grenades, electric detonators, stun grenades, over 100 rounds of 5.45 millimeter ammunition.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-12-24;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 24 December 2021, a man threw a Molotov cocktail at the building of the Russian consulate in Lviv, as a result of which the doors of the premises were damaged. None of the workers or visitors were injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-03-18;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 18 March 2022, Russian air forces fired six guided X-555 missiles from the Black Sea into the aircraft repair factory in the Lviv airport in Lviv. Two missiles were intercepted. No fatalities, one person received injuries.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-03-26;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 26 March 2022, the military forces of Russia shelled a fuel depot and industrial facility that repaired Ukrainian military equipment in Lviv, Lviv. Five people were wounded.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-03-29;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 29 March 2022, Ukrainian forces destroyed two Russian missiles near Lviv. The missiles were launched from a Russian aircraft in Belarus.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-11;Other;149.5;1;High (Negligence Risk);Displacement: On 11 April 2022, about 1000 orphans were evacuated to Lviv region from various eastern parts of the country.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-14;Attack;149.5;5;High (Negligence Risk);On 14 April 2022, a female human rights defender who worked with LGBTIQ persons and vulnerable women was tear gassed in the streets of Lviv by unidentified individuals while delivering humanitarian aid.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-16;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 16 April 2022, Ukrainian army destroyed four Russian missiles launched from planes SU-35 in Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-16;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 16 April 2022, Russian forces launched rocket and missile attacks on Lviv. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-18;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 18 April 2022, Russian forces launched a missile attack on Lviv, hitting military warehouses (although Ukrainian sources claimed that the warehouses were no longer used for military purposes) and a building of tire service. As a result, seven civilians were killed, eleven wounded.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-03;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 3 May 2022, Russian forces launched a rocket attack in Lviv. As a result of the shelling, two power substations were damaged and two people were wounded. There were no fatalities.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-13;Other;149.5;1;High (Negligence Risk);Other: On 13 May 2022, a massive cyber attack was carried out against the websites of the Lviv city government. (coded to Lviv)
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-15;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 15 May 2022, Ukrainian forces shot down Russian missiles likely launched from submarines in the Black Sea over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-19;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 19 May 2022, Ukrainian air defense forces shot down a Russian missile in the Lviv region.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-20;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 20 May 2022, Ukrainian air defense shot down a guided missile in Lviv oblast.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-24;Other;149.5;1;High (Negligence Risk);Displacement: On 24 May 2022, 14 patients from hospitals in Bakhmut and Kramatorsk were evacuated to Lviv.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-06-25;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 25 June 2022, Ukrainian forces shot down 2 Russian rockets over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-09-14;Other;149.5;1;High (Negligence Risk);Displacement: On 14 September 2022, 613 civilians evacuated from the areas affected by hostilities departed from Lviv to Przemysl, Poland.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-10;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 10 October 2022, Russian forces launched a rocket attack on Lviv, hitting a power line. There were no casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-11;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 11 October 2022, Russian forces shelled Lviv, hitting critical energy facilities. One civilian was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-13;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 13 October 2022, Ukrainian operational command 'West' (coded to Lviv, Lviv) intercepted 4 Russian 'Kalibr' rockets.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-17;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 17 October 2022, Ukrainian air defence forces shot down Russian missiles over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-31;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 31 October 2022, Ukrainian forces shot down 3 Russian rockets in Lviv region.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-03;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 3 November 2022, Ukrainian air command 'West' intercepted a Russian kamikaze-drone (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-04;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 4 November 2022, Ukrainian forces shot down a Russian Shahed-136 drone in Lviv oblast (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-15;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 15 November 2022, Russian forces launched a missile attack in Lviv region, hitting energy facilities. As a result, 1 civilian was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-15;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 15 November 2022, Ukrainian air defense intercepted Russian missiles over Lviv.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-15;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 15 November 2022, Russian forces shelled Lviv, Lviv as a result of which fire broke out. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-23;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 23 November 2022, Russian forces launched a rocket strike at Lviv region (coded to Lviv, Lviv region) from Tu-95ms aircrafts, damaging a power distribution facility with 2 rockets and causing a blackout for 1.5 million people. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-12-29;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 29 December 2022, Russian military forces launched missiles at two power stations in the Lviv region (coded to Lviv, Lviv). Other four missiles targeting the Lviv region were intercepted. Casualties unknown.
