event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR267037,2024-08-29,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,"Suspilne Media",National,"Property destruction: Around 29 August 2024 (as reported), according to the police, prosecutors, and the SBU, two underage boys set fire to a military vehicle undergoing maintenance in Zaporizhia, following commands from Russia. The boys also received orders to destroy railway infrastructure, but were arrested.",0,,1761073409
UKR267038,2024-08-31,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,1,"Suspilne Media",National,"Property destruction: Around 31 August 2024 (end of month), according to the Security Service of Ukraine, a 21-year-old man and a 16-year-old teenager set fire to a military vehicle in Uman, Cherkasy, following commands from the Russian special services (coded as FSB). The men were shortly arrested after setting fire to another military vehicle in September 2024 (coded separately).",0,,1761073409
UKR267039,2024-08-31,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 31 August 2024 (end of month), according to the SBU, a 36-year-old man set fire to a military vehicle in Ivano-Frankivsk, likely following commands from Russia who recruited him on a messenger app.",0,,1761073409
UKR267040,2024-08-31,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Military Forces of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Darnytskyi",50.4003,30.6807,1,"Suspilne Media",National,"Property destruction: Around 31 August 2024 (end of month), according to the prosecutors and police, two men, aged 25 and 26, set fire to a van belonging to a serviceman in Kyiv - Darnytskyi, Kyiv city, following commands from Russian special services (coded as FSB). The men were quickly arrested after the arson.",0,,1761073409
UKR253990,2024-09-01,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Military Forces of Russia (2000-) GRU","Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media; Ukrinform",National,"Property destruction: On 1 September 2024, according to the Security Service of Ukraine, a previously convicted 40-year-old man set fire to a heating cabinet near a railway crossing in Ivano-Frankivsk, Ivano-Frankivsk. The man was reportedly following commands coming from a 24-year-old woman receiving orders from Russian special services.",0,,1756236982
UKR267041,2024-09-02,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 2 September 2024 (as reported), according to the Security Service and the Police, a 35-year-old man, together with two other men, aged 25 and 30, all previously convicted, set fire to five military vehicles in Kherson, Mykolaiv (coded separately), and Odesa (coded separately), following commands from Russian special services. The police seized storage units, two handguns, a machine gun, 12 grenades and ammunition from the suspects.",0,,1761073409
UKR267042,2024-09-02,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 2 September 2024 (as reported), according to the Security Service and the Police, a 35-year-old man, together with two other men, aged 25 and 30, all previously convicted, set fire to five military vehicles in Kherson (coded separately), Mykolaiv, and Odesa (coded separately), following commands from Russian special services. The police seized storage units, two handguns, a machine gun, 12 grenades and ammunition from the suspects.",0,,1761073409
UKR267043,2024-09-02,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 2 September 2024 (as reported), according to the Security Service and the Police, a 35-year-old man, together with two other men, aged 25 and 30, all previously convicted, set fire to five military vehicles in Kherson (coded separately), Mykolaiv (coded separately), and Odesa, following commands from Russian special services. The police seized storage units, two handguns, a machine gun, 12 grenades and ammunition from the suspects.",0,,1761073409
UKR253991,2024-09-04,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Military Forces of Russia (2000-) GRU","Political militia","Military Forces of Ukraine (2019-) Territorial Recruitment Center",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media; Ukrinform",National,"Property destruction: On 4 September 2024, according to the Security Service of Ukraine, a previously convicted 40-year-old man set fire to a car used by military recruiters in Ivano-Frankivsk, Ivano-Frankivsk. The man was reportedly following commands coming from a 24-year-old woman receiving orders from Russian special services.",0,,1761067567
UKR223272,2024-09-05,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Farmers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Crimea,Feodosiiskyi,Feodosiiska,Feodosia,45.0347,35.3795,1,"Black Sea News",Subnational,"Looting: On 5 September 2024, Russian occupation authorities loaded onto a ship an unspecified amount of stolen Ukrainian grain at the Russian-held port city of Feodosia (Crimea), to be further shipped to Northern Cyprus.",0,,1753955114
UKR267044,2024-09-05,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 5 September 2024 (beginning of month), according to the Security Service of Ukraine, a 21-year-old man and a 16-year-old teenager set fire to a military vehicle in Uman, Cherkasy, following commands from the Russian special services (coded as FSB). The men also set fire to a military vehicle in August 2024 (coded separately).",0,,1761073409
UKR267045,2024-09-05,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 5 September 2024 (as reported), 17-year-old man, an 18-year-old man, and a previously convicted 24-year-old man set fire to two military vehicles and planned to set fire to a relay cabinet in Slovyansk, Donetsk, following Russian commands. The men were arrested.",0,,1761073409
UKR267046,2024-09-05,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,1,"Suspilne Media",National,"Property destruction: On 5 September 2024, according to the police, a previously convicted 35-year-old man set fire to a military vehicle in Zhytomyr, Zhytomyr, likely following Russian commands.",0,,1761073409
UKR267047,2024-09-06,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.9980,1,Ukrinform,National,"Property destruction: Around 6 September 2024 (as reported), according to the SBU and police, two men set fire to a military van in Khmelnytskyi, Khmelnytskyi, following commands from Russian special services (coded as Russian FSB). The men were arrested in hot pursuit.",0,,1761073409
UKR267048,2024-09-06,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,Ukrinform,National,"Property destruction: Around 6 September 2024 (as reported), according to the SBU and police, two young men set fire to a Ukrainian military van undergoing repairs in the city of Kyiv, Kyiv, following commands from Russian special services (coded as Russian FSB). The men were arrested in hot pursuit.",0,,1761073409
UKR267049,2024-09-07,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,1,"Suspilne Media",National,"Property destruction: On 7 September 2024, according to the prosecutors, a 16-year-old boy set fire to a military vehicle in Kramatorsk, Donetsk, following commands from Russian special services (coded as Police Forces of Russia (2000-) Federal Security Service). The boy was arrested later.",0,,1761073409
UKR267050,2024-09-09,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-) GRU",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Suspilne Media",National,"Property destruction: Around 9 September 2024 (as reported), a Ukrainian man, who was a Russian military intelligence agent (coded as GRU), set fire to a relay cabinet at a railway junction in Kharkiv, Kharkiv, following commands from Russia. The man was also charged with video surveillance of power plants in Kyiv.",0,,1761073409
